CRUISE,STATION_NAME,HAUL_NAME,FOCI_GRID,DATE,TIME,LAT,LON,DEPTH_BOTTOM,DEPTH,PRESSURE,TEMPERATURE1,SALINITY1,CONDUCTIVITY1,SIGMA_T,INSTRUMENT,DIRECTORY,CONDUCTIVITY2,FLOUROMETER,OXYGEN1,OXYGEN2,PAR,PH,POTENTIAL_DENSITY,SALINITY2,TEMPERATURE2,TRANS,COMMENTS_SEACAT_CTD,GEAR_NAME,NET
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,83,84,5.2397,31.8121,30.928562,25.1223,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,82,83,5.2307,31.8099,30.918623,25.1216,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,81,82,5.2205,31.807,30.907221,25.1205,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,80,81,5.1829,31.7973,30.866833,25.1169,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,79,80,5.1625,31.7932,30.845772,25.1159,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,78,79,5.2246,31.8008,30.903875,25.1151,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,77,78,5.2434,31.8007,30.919054,25.1129,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,76,77,5.3142,31.8099,30.985899,25.1123,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,75,76,5.3218,31.808,30.990143,25.1099,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,74,75,5.3322,31.807,30.997517,25.108,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,73,74,5.3283,31.8056,30.99263,25.1073,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,72,73,5.313,31.8018,30.975945,25.106,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,71,72,5.3049,31.7999,30.96715,25.1054,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,70,71,5.3037,31.7967,30.962885,25.103,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,69,70,5.2856,31.7934,30.944439,25.1024,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,68,69,5.2954,31.7942,30.952917,25.102,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,67,68,5.2962,31.7933,30.952404,25.1012,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,66,67,5.2876,31.7922,30.94379,25.1013,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,65,66,5.3085,31.7952,30.963413,25.1013,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,64,65,5.3424,31.7976,30.993496,25.0994,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,63,64,5.3499,31.7973,30.99902,25.0983,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,62,63,5.3574,31.7977,31.005241,25.0978,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,61,62,5.3594,31.7964,31.005383,25.0965,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,60,61,5.3457,31.794,30.991276,25.0961,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,59,60,5.3262,31.79,30.971052,25.0952,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,58,59,5.2893,31.782,30.932764,25.093,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,57,58,5.2537,31.7768,30.898029,25.0928,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,56,57,5.2626,31.7774,30.905571,25.0923,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,55,56,5.2619,31.776,30.90332,25.0913,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,54,55,5.2999,31.7788,30.937126,25.0893,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,53,54,5.2808,31.7742,30.916733,25.0878,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,52,53,5.2503,31.7682,30.885521,25.0864,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,51,52,5.2242,31.7634,30.859158,25.0856,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,50,51,5.2227,31.7626,30.856709,25.085,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,49,50,5.2303,31.7631,30.863081,25.0846,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,48,49,5.2259,31.7596,30.855858,25.0823,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,47,48,5.2275,31.7588,30.856079,25.0815,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,46,47,5.2257,31.7569,30.852428,25.0802,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,45,46,5.234,31.7561,30.858253,25.0786,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,44,45,5.2386,31.7537,30.85961,25.0762,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,43,44,5.2372,31.7528,30.857168,25.0757,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,42,43,5.2346,31.7514,30.85335,25.0749,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,41,42,5.2347,31.7505,30.852238,25.0742,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,40,41,5.2374,31.7489,30.85264,25.0726,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,39,40,5.2438,31.7486,30.857332,25.0716,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,38,39,5.247,31.7489,30.859798,25.0715,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,37,38,5.2547,31.7479,30.864975,25.0699,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,36,37,5.2595,31.7475,30.868135,25.069,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,35,36,5.284,31.7471,30.887768,25.066,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,34,35,5.3141,31.7475,30.912767,25.0629,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,33,34,5.3312,31.747,30.926226,25.0606,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,32,33,5.3319,31.7464,30.925873,25.0601,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,31,32,5.346,31.7464,30.937159,25.0585,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,30,31,5.384,31.7461,30.968168,25.0539,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,29,30,5.3896,31.7457,30.972116,25.053,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,28,29,5.3926,31.7459,30.97444,25.0528,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,27,28,5.4081,31.7459,30.986885,25.0511,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,26,27,5.4319,31.7442,31.00491,25.0471,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,25,26,5.4258,31.7421,30.997501,25.046,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,24,25,5.4268,31.7417,30.997524,25.0456,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,23,24,5.4297,31.7412,30.99901,25.0449,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
DY15-05,1,2,GR135,2015-05-15,23:23:00,55.4135,-159.848666666667,104,22,23,5.4367,31.7412,31.004528,25.0441,Fcat,/Users/ncf/Documents/Programming/R/Nissa's R Packages/FastrCAT/FastrCAT/inst/extdata//BON001.up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAT,0
